cluster,n_bits,chemical_label,physchem_flags,top_fg,top_smarts,rep_smiles,rep_mw,rep_logp,rep_hbd,rep_hba,rep_tpsa,rep_arom_rings,rep_frac_csp3,mean_importance_rank
70,27,Ether / Ester,sp3-rich,Ether; Ester; Hydroxyl (aliphatic); Carboxylic acid; Amide,[#6]-[#6]-[#6]-[#6]-[#6]; [#6]-[#6](=[#8])-[#8]; [#6]-[#6]-[#6],Cc1ncc([N+](=O)[O-])n1CC(O)CCl,219.6,0.7,1,5,81.2,1,0.57,1.3666666666666667
71,11,Cyano / Tertiary amine,low-MW fragment,Cyano; Tertiary amine; Hydroxyl (aliphatic); Secondary amine; Thiol,[#6]:[#6](-[#6]):[#6]; [#6]:[#6]:[#6]:[#6](-[#6]):[#6]; [#6]-[#6](:[#6]:[#6]:[#6]):[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,61.516666666666666
72,15,Hydroxyl (aliphatic) / Ether,lipophilic; flat/aromatic,Hydroxyl (aliphatic); Ether; Carboxylic acid; Thioether; Ketone,[#6]:[#6]:[#6]:[#6]:[#6]; [#6]-[#6](:[#6]:[#6]:[#6]):[#6]; [#6]-[#6](:[#6]):[#6]:[#6]:[#6],O=C(c1ccc(O)cc1)c1ccc(Cl)cc1,232.7,3.28,1,2,37.3,2,0.0,1.7666666666666666
73,16,Hydroxyl (aliphatic) / Halogen (F),low-MW fragment,Hydroxyl (aliphatic); Halogen (F); Ether; Carboxylic acid; Primary amine,[#6]:[#6](-[#6](-[#9])(-[#9])-[#9]):[#6]; [#6]:[#6](-[#6]):[#6]; [#6]-[#6](:[#6]):[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,31.6
74,19,Hydroxyl (aliphatic) / Thiol,low-MW fragment,Hydroxyl (aliphatic); Thiol; Primary amine; Ether; Halogen (Cl),[#6]:[#6]:[#6]:[#6](-[#8]):[#6]; [#8]-[#6](:[#6]:[#6]:[#6]):[#6]; [#6]-[#6](-[#8])-[#6](:[#6]:[#6]):[#6]:[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,14.6
75,13,Primary amine / Hydroxyl (aliphatic),low-MW fragment,Primary amine; Hydroxyl (aliphatic); Ether; Carboxylic acid; Amide,[#6]-[#7](-[#6])-[#6]; [#6]-[#6]-[#7]; [#6]-[#6](-[#6])-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,117.81666666666666
76,2,Halogen (I) / Thiol,low-MW fragment,Halogen (I); Thiol,[#6]-[#6](:[#6]:[#6](-[#53]):[#6]):[#6]; [#6]-[#6](:[#6]):[#6]:[#6](:[#6])-[#53]; [#6]-[#6](:[#7]:[#6](:[#6]):[#6]):[#7H],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,186.33333333333334
77,5,Amide / Primary amine,low-MW fragment,Amide; Primary amine; Halogen (F); Ether; Ester,[#6]-[#8]-[#6](=[#8])-[#6]-[#6]; [#6]:[#6](-[#6](=[#8])-[#7]-[#6]):[#6]; [#6]-[#6]-[#6](-[#6]-[#6])-[#6]-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,183.05
78,5,Ether / Amide,low-MW fragment,Ether; Amide; Ester,[#6]-[#6](=[#8])-[#8]-[#6@@H](-[#6])-[#6]; [#6]=[#6]-[#6](=[#8])-[#7]-[#6]; [Se]:[#7](-[#6](:[#6]:[#6]):[#6]:[#6]):[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,90.68333333333334
79,9,Amide / Hydroxyl (aliphatic),low-MW fragment,Amide; Hydroxyl (aliphatic); Halogen (Cl); Secondary amine,[#7+]-[#6]-[#6]; [#6]-[#6]-[#7+]; [#6]:[#6]:[#7]:[#6](-[#7]):[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,88.28333333333333
80,8,Ether / Carboxylic acid,low-MW fragment,Ether; Carboxylic acid; Hydroxyl (aliphatic); Amide; Ester,[#8]-[#6](=[#8])-[#6]-[#8]-[#6]; [#8]=[#6](-[#6])-[#8]-[#6]-[#6]; [#8](-[#6@H])-[#15],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,79.46666666666667
81,19,Hydroxyl (aliphatic) / Carboxylic acid,low-MW fragment,Hydroxyl (aliphatic); Carboxylic acid; Amide; Secondary amine; Primary amine,[#6]=[#6](-[#6])-[#6]; [#6]-[#6@H](-[#8])-[#6]; [#6]-[#6](-[#6])(-[#6])-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,107.55
82,4,Primary amine / Hydroxyl (aliphatic),low-MW fragment,Primary amine; Hydroxyl (aliphatic); Aldehyde; Amide,[#6]-[#8-]; [#8]=[#6]-[#6](:[#6]):[#6]; [#8-]-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,179.16666666666666
83,9,Amide / Hydroxyl (aliphatic),low-MW fragment,Amide; Hydroxyl (aliphatic); Primary amine; Carboxylic acid; Ketone,[#6]-[#7](-[#6](=[#8])-[#6](:[#6]):[#6])-[#6]; [#6]-[#6]-[#6](=[#8])-[#6]-[#6]; [#6]-[#7](-[#6])-[#6](-[#6](:[#6]):[#6])=[#8],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,106.03333333333333
84,15,Sulfonamide / Primary amine,low-MW fragment,Sulfonamide; Primary amine; Thiol; Amide; Ether,[#6]:[#6](-[#16](=[#8])(=[#8])-[#7]-[#6]):[#6]; [#16]-[#7]-[#6]; [#6]-[#7]-[#16],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,35.93333333333333
85,3,Hydroxyl (aliphatic) / Tertiary amine,low-MW fragment,Hydroxyl (aliphatic); Tertiary amine; Thioether; Thiol; Halogen (Cl),[#8]-[#6]-[#6](-[#8])-[#6]-[#8]; [#6]-[#6]-[#7](-[#6]-[#6])-[#6]-[#6]; [#7]-[#7](-[#6])-[#6](-[#6])(-[#6])-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,222.25
86,9,Ether / Halogen (I),low-MW fragment,Ether; Halogen (I); Hydroxyl (aliphatic); Primary amine; Halogen (Cl),[#6]-[#8]-[#6]; [#7]-[#6](:[#6]):[#6](:[#6](:[#6])-[#6])-[#53]; [#7]-[#6](:[#6](-[#53]):[#6](-[#6]):[#6]):[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,91.71666666666667
87,4,Amide / Thiol,low-MW fragment,Amide; Thiol; Primary amine,[#6]:[#6]:[#6](-[#6](:[#6]):[#6]):[#6]:[#6]; [#8]-[#15](=[#16])(-[#8])-[#8]-[#6](:[#6]):[#7]; [#6]:[#6](-[#6](:[#6]:[#6]):[#6]:[#6]):[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,160.23333333333332
88,4,Primary amine / Ketone,low-MW fragment,Primary amine; Ketone; Carboxylic acid,[#6]-[#6](=[#7])-[#7]-[#6]-[#6]; [#6]-[#6](:[#6]):[#6](:[#6](:[#6])-[#8])-[#6](=[#8])-[#6@@H]; [#6]-[#7]=[#6](-[#8])-[#7]-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,217.13333333333333
89,3,Carboxylic acid / Primary amine,low-MW fragment,Carboxylic acid; Primary amine; Halogen (Cl),[#6]-[#6]-[#6]; [#6]-[#6]-[#6]-[#6]-[#7]; [#7]-[#6](:[#6](-[#8]):[#6]:[#6]):[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,117.86666666666666
90,6,Ether / Ester,low-MW fragment,Ether; Ester; Hydroxyl (aliphatic); Primary amine; Sulfone,[#6]-[#6](=[#8])-[#8]-[#6]-[#6]; [#6]-[#6]-[#8]-[#6](-[#6])=[#8]; [#6]-[#6@@H](-[#8])-[#6@](-[#6])(-[#6@@H](-[#6])-[#6])-[#6@@](-[#6])(-[#8])-[#6@H],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,208.53333333333333
91,6,Hydroxyl (aliphatic) / Carboxylic acid,low-MW fragment,Hydroxyl (aliphatic); Carboxylic acid; Ether; Thiol; Ketone,[#6]-[#6](-[#6])-[#6](=[#8])-[#8]; [#6]-[#6](-[#8]-[#6@H](-[#8])-[#6@@H])-[#6]; [#8]-[#6](:[#6]:[#6](-[#6]):[#8]):[#7],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,136.95
92,21,Primary amine / Hydroxyl (aliphatic),low-MW fragment,Primary amine; Hydroxyl (aliphatic); Ether; Amide; Secondary amine,[#6]-[#6](-[#6])(-[#7]=[#6](-[#6])-[#7])-[#6]; [#6]-[#6@@H](-[#6])-[#6@H](-[#6]-[#6@H])-[#6]-[#6@@H]; [#6]-[#6](=[#7]-[#6](-[#6])(-[#6])-[#6])-[#7],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,95.05
93,16,Hydroxyl (aliphatic) / Ether,low-MW fragment,Hydroxyl (aliphatic); Ether; Thiol; Halogen (Cl); Amide,[#6]-[#6]-[#6]; [#6]-[#6]-[#6]-[#6]-[#6]; [#6]-[#6]/[#6]=[#6]\[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,65.51666666666667
94,2,Hydroxyl (aliphatic) / Carboxylic acid,low-MW fragment,Hydroxyl (aliphatic); Carboxylic acid; Ether; Thioether,[#7]:[#7](-[#6]):[#6]; [#6]-[#7](:[#7]):[#6]; [#6]-[#6](-[#8]-[#6])-[#6](=[#8])-[#8],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,199.93333333333334
95,4,Primary amine / Tertiary amine,low-MW fragment,Primary amine; Tertiary amine; Halogen (F); Halogen (Cl),[#6]:[#6](-[#6]):[#6]:[#6](-[#7+]):[#6]; [#6]:[#6](-[#7+]):[#6]:[#6](-[#6]):[#6]; [#6]-[#6]-[#7](-[#6]-[#6])-[#6]-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,190.0
96,5,Ether / Hydroxyl (aliphatic),low-MW fragment,Ether; Hydroxyl (aliphatic); Ester; Primary amine; Amide,[#6]-[#6]-[#6]-[#8]-[#6]; [#8]=[#6](-[#8]-[#6](-[#6])(-[#6])-[#6])-[#6]; [#6]-[#7](-[#6]-[#6]-[#7])-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,167.16666666666666
97,2,Amide / Ester,low-MW fragment,Amide; Ester; Ether; Tertiary amine,[#7]-[#8]; [#6]:[#6]:[#6](:[#7]:[#6]):[#6](:[#6]):[#6]; [#6]-[#7](-[#6])-[#6]-[#6](=[#8])-[#7],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,243.76666666666668
98,2,Tertiary amine / Carboxylic acid,low-MW fragment,Tertiary amine; Carboxylic acid; Secondary amine; Hydroxyl (aliphatic),[#6]-[#6](:[#6]):[#6]:[#6](:[#6])-[#6]; [#8]-[#6]=[#8]; [#6]-[#6](:[#6]:[#6](-[#6]):[#6]):[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,237.45
99,7,Amide / Hydroxyl (aliphatic),low-MW fragment,Amide; Hydroxyl (aliphatic); Sulfonamide; Halogen (Cl); Cyano,[#6]:[#7](-[#6](:[#6]:[#6]):[#6]:[#6]):[#7]; [#6]:[#6]:[#6](-[#7]):[#6](:[#6]):[#6]; [#6]-[#6]-[#6]-[#6@H](-[#8])-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,126.18333333333334
100,3,Hydroxyl (aliphatic) / Ether,low-MW fragment,Hydroxyl (aliphatic); Ether; Thiol; Primary amine; Amide,[#7]-[#6]-[#8]; [#6]:[#6](=[#8]):[#8]:[#6](:[#6]):[#6]; [#16]-[#16]-[#16],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,196.28333333333333
101,3,Thiol / Hydroxyl (aliphatic),low-MW fragment,Thiol; Hydroxyl (aliphatic),[#6]-[#7]-[#6](=[#7])-[#6](:[#6]):[#6]; [#7]=[#6](-[#7]-[#6])-[#6](:[#6]):[#6]; [#8]-[#6](-[#6])(-[#6])-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,206.38333333333333
102,6,Ether / Halogen (F),low-MW fragment,Ether; Halogen (F); Halogen (Cl); Halogen (I); Ketone,[#6]-[#6]-[#16](=[#8])(=[#8])-[#8-]; [#6]-[#6]-[#6]; [#6]:[#6](-[#6]):[#8]:[#6](:[#6]):[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,166.11666666666667
103,3,Primary amine / Ether,low-MW fragment,Primary amine; Ether; Thiol; Thioether; Halogen (Cl),[#7]-[#6](-[#6])-[#8]-[#6]-[#6]; [#16]-[#6](:[#7]:[#6]):[#16]:[#6]; [#6]-[#6](-[Ti+2])=[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,202.18333333333334
104,4,Ether / Thioether,low-MW fragment,Ether; Thioether; Ester; Halogen (F); Tertiary amine,[#6]-[#8]-[#6](=[#8])-[#6](:[#6]):[#6]; [#6]-[#6](:[#6]):[#6](:[#6](:[#6])-[#9])-[#7]-[#6]; [#6]-[#7](-[#6])-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,148.66666666666666
105,3,Ether / Primary amine,low-MW fragment,Ether; Primary amine; Ester; Hydroxyl (aliphatic),[#6]-[#6]-[#6](=[#8])-[#8]-[#6]; [#6]-[#8]-[#6](=[#8])-[#6]-[#6]; [#6]-[#6]-[#6](-[#8]-[#6])-[#6](:[#6]):[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,208.25
106,4,Primary amine / Secondary amine,low-MW fragment,Primary amine; Secondary amine; Thiol; Halogen (Cl); Thioether,[#6]-[#6](-[#6])-[#7]-[#6]-[#6]; [#6]:[#6](-[#16]):[#6]; [#6]:[#6](:[#6](-[#17]):[#6]:[#6]):[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,108.81666666666666
107,6,Amide / Thiol,low-MW fragment,Amide; Thiol; Sulfonamide; Primary amine,[#7]-[#8]; [#6]:[#6](:[#7+]):[#6]; [#6]:[#7]:[#6](:[#6]:[#6]):[#6](:[#6]):[#7H],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,91.96666666666667
108,14,Primary amine / Amide,low-MW fragment,Primary amine; Amide; Hydroxyl (aliphatic); Thiol; Thioether,[#6]-[#6](-[#6])(-[#16]-[#6@H](-[#6@H])-[#7])-[#6@@H]; [#7]-[#6](:[#7]):[#6]; [#7]:[#6](-[#7]):[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,108.01666666666667
109,7,Amide / Tertiary amine,low-MW fragment,Amide; Tertiary amine; Thioether; Halogen (F); Ether,[#6]:[#6](:[#7]):[#6]; [#7]:[#6](:[#6]):[#6]; [#6]:[#6](:[#6]):[#7],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,117.98333333333333
110,20,Ether / Hydroxyl (aliphatic),low-MW fragment,Ether; Hydroxyl (aliphatic); Primary amine; Ketone; Thioether,[#6]-[#6]-[#6]-[#6]-[#6]; [#6]-[#6](-[#6])-[#6]; [#6]-[#6]-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,18.666666666666668
111,5,Secondary amine / Amide,low-MW fragment,Secondary amine; Amide; Ether; Hydroxyl (aliphatic),[#6]-[#7]-[#6]; [#6]-[#7]-[#6@@H](-[#6]-[#6])-[#6](-[#7])=[#8]; [#6]-[#6](:[#7]):[#8]:[#6](:[#6])-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,64.88333333333334
112,10,Thiol / Aldehyde,low-MW fragment,Thiol; Aldehyde; Primary amine; Thioether; Halogen (Cl),[#6]:[#6](-[#6](-[#6](:[#6]):[#6])=[#7]-[#6]):[#6]; [#6]:[#6](:[#7]:[#8]:[#7]):[#6]; [#6]-[#16]-[#6]-[#6](-[#17])=[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,101.01666666666667
113,13,Halogen (F) / Carboxylic acid,low-MW fragment,Halogen (F); Carboxylic acid; Ether; Amide; Ester,[#6]-[#6](-[#9])(-[#9])-[#6](-[#9])(-[#9])-[#6](-[#9])(-[#9])-[#6]; [#6]-[#6](-[#9])(-[#9])-[#6]; [#6]-[#6](-[#9])(-[#9])-[#9],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,119.36666666666666
114,7,Ether / Hydroxyl (aliphatic),low-MW fragment,Ether; Hydroxyl (aliphatic); Amide; Thiol; Primary amine,[#6]:[#6](-[#8]):[#6](:[#6]:[#6]):[#6](:[#6]):[#8]; [#8]:[#6](:[#6]):[#6](:[#6]:[#6]):[#6](-[#8]):[#6]; [#8]-[#15](=[#16])(-[#8])-[#8]-[#6](:[#7]):[#7],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,86.73333333333333
115,4,Amide / Carboxylic acid,low-MW fragment,Amide; Carboxylic acid; Ether; Ketone; Thiol,[#8]-[#15](=[#8])(-[#8-])-[#8]; [#6]-[#8]-[#6]-[#6]; [#6]:[#6](-[#6]):[#6](:[#6]:[#6]):[#6](:[#6]):[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,178.56666666666666
116,3,Amide / Sulfonamide,low-MW fragment,Amide; Sulfonamide; Thioether; Primary amine; Hydroxyl (aliphatic),[#6]-[#16](=[#8])(=[#8])-[#7](-[#6])-[#6]; [#6]-[#7](-[#6])-[#6](=[#8])-[#16]-[#6]; [#7]:[#8]:[#6](:[#6]:[#6]):[#6](:[#6]):[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,200.61666666666667
117,7,Amide / Primary amine,low-MW fragment,Amide; Primary amine; Carboxylic acid; Ether; Halogen (Cl),[#6]-[#7]-[#6]; [#6]-[#6@@H](-[#6@H](-[#6]-[#6])-[#6@@H](-[#6@H])-[#6])-[#6@]; [#6]-[#6@H](-[#6@@H])-[#6@@H](-[#6]-[#6])-[#6@H](-[#6])-[#6@],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,102.31666666666666
118,4,Ether / Thiol,low-MW fragment,Ether; Thiol; Sulfone; Nitro group,[#6]:[#7]:[#16]; [#6]-[#6]-[#8]-[#6]-[#6]; [#16]:[#7]:[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,241.18333333333334
119,2,Ester / Ether,low-MW fragment,Ester; Ether; Thiol,[#16]-[#8]-[AlH3](-[#8])-[#8]; [#8]-[#6](:[#6]:[#6](-[#6]):[#6]):[#6]; [#6]-[#6](-[#6])(-[#6])-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,218.3
120,5,Ether / Amide,low-MW fragment,Ether; Amide; Tertiary amine; Ester; Secondary amine,[#6]-[#7](-[#6])-[#6]-[#6](:[#6]):[#6]; [#6]-[#7](-[#6]-[#6](:[#6]):[#6])-[#6]; [#6]-[#6](-[#6])-[#6](=[#8])-[#8]-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,168.33333333333334
121,7,Hydroxyl (aliphatic) / Thiol,low-MW fragment,Hydroxyl (aliphatic); Thiol; Ether; Amide; Halogen (F),[#6]-[#7](:[#6]):[#6]:[#7]:[#6]; [#6]-[#6]-[#6]-[#6@H](-[#8])-[#6]; [#6]-[#6]-[#7]-[#6](=[#8])-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,211.1
122,6,Amide / Thiol,low-MW fragment,Amide; Thiol; Halogen (I); Thioether; Primary amine,[#6]-[#7]-[#6](:[#6]:[#6]):[#6]:[#6]; [#7]-[#6](:[#6]):[#7]; [#6]-[#6](:[#6]):[#16],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,156.71666666666667
123,11,Tertiary amine / Thiol,low-MW fragment,Tertiary amine; Thiol; Sulfonamide; Carboxylic acid; Halogen (Cl),[#6]-[#7](-[#6])-[#6]; [#6]-[#7](-[#6]-[#6]-[#6])-[#6]; [#6]-[#6]-[#6]-[#7](-[#6])-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,71.33333333333333
124,4,Hydroxyl (aliphatic) / Primary amine,low-MW fragment,Hydroxyl (aliphatic); Primary amine; Amide; Thioether; Tertiary amine,[#6]-[#6](-[#6])-[#6]; [#7](-[#6@H])-[#6](=[#8])-[#6@H](-[#6])-[#7]; [#5]-[#8]-[#6](-[#6])-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,208.21666666666667
125,3,Ether / Hydroxyl (aliphatic),low-MW fragment,Ether; Hydroxyl (aliphatic); Primary amine; Halogen (Cl); Carboxylic acid,[#7]-[#6]-[#6]; [#6]:[#6](-[#6]-[#8]-[#6]):[#6]; [#8]-[#6]-[#6](-[#6])-[#17],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,249.81666666666666
126,10,Primary amine / Hydroxyl (aliphatic),low-MW fragment,Primary amine; Hydroxyl (aliphatic); Ether; Tertiary amine; Secondary amine,[#6](-[#6@@H])-[#6@@H](-[#8]-[#6])-[#6@H](-[#8])-[#6@@H]; [#6]-[#7]-[#6]-[#6@H](-[#8])-[#6@@H]; [#6]:[#6](-[#6](=[#8])-[#7]-[#6@@H]):[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,91.15
127,4,Halogen (F) / Amide,low-MW fragment,Halogen (F); Amide; Thiol; Carboxylic acid; Nitro group,[#6]-[#6](-[#9])(-[#9])-[#9]; [#6]-[#6](:[#6]):[#6]; [#6]:[#6](-[#6]):[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,133.4
128,42,Hydroxyl (aliphatic) / Ether,low-MW fragment,Hydroxyl (aliphatic); Ether; Amide; Tertiary amine; Carboxylic acid,[#6]-[#8]-[#6]; [#8](-[#6@@H])-[#6]; [#8]-[#6@H](-[#6])-[#6@@H],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,18.416666666666668
129,9,Hydroxyl (aliphatic) / Secondary amine,low-MW fragment,Hydroxyl (aliphatic); Secondary amine; Ether; Carboxylic acid; Halogen (Cl),[#6]-[#6]-[#7]-[#6@@H]; [#6]-[#6]-[#7]-[#6]; [#6]-[#6](:[#7]:[#7]:[#6]):[#8],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,100.05
130,4,Ether / Carboxylic acid,low-MW fragment,Ether; Carboxylic acid; Hydroxyl (aliphatic); Ester; Ketone,[#6]-[#6](-[#6])(-[#6])-[#6]; [#6]-[#8]-[#6@](-[#6](=[#8])-[#6])(-[#6]-[#6])-[#6@](-[#6])(-[#6])-[#6@@H]; [#6]-[#6@H](-[#6]-[#6](:[#6]):[#7H])-[#7],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,148.06666666666666
